Measurement_Id,Weather_Origin,Temperature_Origin,Humidity_Origin,Rain_Origin,Snow_Origin,Visibility_Origin,Weather_Destination,Temperature_Destination,Humidity_Destination,Rain_Destination,Snow_Destination,Visibility_Destination
24,bezchmurnie,15.58,75,0,0,10000,bezchmurnie,15.29,75,0,0,10000
25,bezchmurnie,15.58,75,0,0,10000,bezchmurnie,15.29,75,0,0,10000
26,bezchmurnie,15.29,75,0,0,10000,bezchmurnie,15.58,75,0,0,10000
27,bezchmurnie,15.29,75,0,0,10000,bezchmurnie,15.58,75,0,0,10000
28,bezchmurnie,15.29,75,0,0,10000,bezchmurnie,15.58,75,0,0,10000
29,bezchmurnie,15.29,75,0,0,10000,bezchmurnie,15.58,75,0,0,10000
30,bezchmurnie,15.29,75,0,0,10000,bezchmurnie,15.58,75,0,0,10000
31,bezchmurnie,15.58,74,0,0,10000,bezchmurnie,15.28,75,0,0,10000
32,bezchmurnie,15.58,74,0,0,10000,bezchmurnie,15.28,75,0,0,10000
33,bezchmurnie,15.58,74,0,0,10000,bezchmurnie,15.28,75,0,0,10000
34,bezchmurnie,15.58,74,0,0,10000,bezchmurnie,15.28,75,0,0,10000
35,bezchmurnie,15.58,74,0,0,10000,bezchmurnie,15.28,75,0,0,10000
36,bezchmurnie,15.28,75,0,0,10000,bezchmurnie,15.58,74,0,0,10000
37,bezchmurnie,15.28,75,0,0,10000,bezchmurnie,15.58,74,0,0,10000
38,bezchmurnie,15.28,75,0,0,10000,bezchmurnie,15.58,74,0,0,10000
39,bezchmurnie,15.28,75,0,0,10000,bezchmurnie,15.58,74,0,0,10000
40,bezchmurnie,15.28,75,0,0,10000,bezchmurnie,15.58,74,0,0,10000
41,bezchmurnie,14.96,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
42,bezchmurnie,14.96,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
43,bezchmurnie,14.96,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
44,bezchmurnie,14.96,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
45,bezchmurnie,14.96,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
46,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.96,76,0,0,10000
47,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.96,76,0,0,10000
48,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.96,76,0,0,10000
49,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.96,76,0,0,10000
50,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.96,76,0,0,10000
51,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
52,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
53,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
54,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
55,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
56,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.93,76,0,0,10000
57,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.93,76,0,0,10000
58,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.93,76,0,0,10000
59,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.93,76,0,0,10000
60,bezchmurnie,14.94,76,0,0,10000,bezchmurnie,14.93,76,0,0,10000
61,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
62,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
63,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
64,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
65,bezchmurnie,14.93,76,0,0,10000,bezchmurnie,14.94,76,0,0,10000
66,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.07,81,0,0,10000
67,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.07,81,0,0,10000
68,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.07,81,0,0,10000
69,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.07,81,0,0,10000
70,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.07,81,0,0,10000
71,bezchmurnie,14.64,78,0,0,10000,bezchmurnie,14.28,79,0,0,10000
72,bezchmurnie,14.64,78,0,0,10000,bezchmurnie,14.28,79,0,0,10000
73,bezchmurnie,14.64,78,0,0,10000,bezchmurnie,14.28,79,0,0,10000
74,bezchmurnie,14.64,78,0,0,10000,bezchmurnie,14.28,79,0,0,10000
75,bezchmurnie,14.64,78,0,0,10000,bezchmurnie,14.28,79,0,0,10000
76,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.64,78,0,0,10000
77,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.64,78,0,0,10000
78,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.64,78,0,0,10000
79,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.64,78,0,0,10000
80,bezchmurnie,14.28,79,0,0,10000,bezchmurnie,14.64,78,0,0,10000
81,bezchmurnie,14.74,78,0,0,10000,bezchmurnie,14.6,78,0,0,10000
82,bezchmurnie,14.74,78,0,0,10000,bezchmurnie,14.6,78,0,0,10000
83,bezchmurnie,14.74,78,0,0,10000,bezchmurnie,14.6,78,0,0,10000
84,bezchmurnie,14.74,78,0,0,10000,bezchmurnie,14.6,78,0,0,10000
85,bezchmurnie,14.74,78,0,0,10000,bezchmurnie,14.6,78,0,0,10000
86,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.74,78,0,0,10000
87,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.74,78,0,0,10000
88,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.74,78,0,0,10000
89,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.74,78,0,0,10000
90,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.74,78,0,0,10000
91,bezchmurnie,14.73,78,0,0,10000,bezchmurnie,14.44,78,0,0,10000
92,bezchmurnie,14.73,78,0,0,10000,bezchmurnie,14.44,78,0,0,10000
93,bezchmurnie,14.73,78,0,0,10000,bezchmurnie,14.44,78,0,0,10000
94,bezchmurnie,14.73,78,0,0,10000,bezchmurnie,14.44,78,0,0,10000
95,bezchmurnie,14.73,78,0,0,10000,bezchmurnie,14.44,78,0,0,10000
96,bezchmurnie,14.44,78,0,0,10000,bezchmurnie,14.73,78,0,0,10000
97,bezchmurnie,14.44,78,0,0,10000,bezchmurnie,14.73,78,0,0,10000
98,bezchmurnie,14.44,78,0,0,10000,bezchmurnie,14.73,78,0,0,10000
99,bezchmurnie,14.44,78,0,0,10000,bezchmurnie,14.73,78,0,0,10000
100,bezchmurnie,14.44,78,0,0,10000,bezchmurnie,14.73,78,0,0,10000
101,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.32,79,0,0,10000
102,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.32,79,0,0,10000
103,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.32,79,0,0,10000
104,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.32,79,0,0,10000
105,bezchmurnie,14.6,78,0,0,10000,bezchmurnie,14.32,79,0,0,10000
106,bezchmurnie,14.32,79,0,0,10000,bezchmurnie,14.6,78,0,0,10000
107,bezchmurnie,14.32,79,0,0,10000,bezchmurnie,14.6,78,0,0,10000
108,bezchmurnie,14.32,79,0,0,10000,bezchmurnie,14.6,78,0,0,10000
109,bezchmurnie,14.32,79,0,0,10000,bezchmurnie,14.6,78,0,0,10000
110,bezchmurnie,14.32,79,0,0,10000,bezchmurnie,14.6,78,0,0,10000
111,bezchmurnie,14.41,79,0,0,10000,bezchmurnie,14.23,79,0,0,10000
112,bezchmurnie,14.41,79,0,0,10000,bezchmurnie,14.23,79,0,0,10000
113,bezchmurnie,14.41,79,0,0,10000,bezchmurnie,14.23,79,0,0,10000
114,bezchmurnie,14.41,79,0,0,10000,bezchmurnie,14.23,79,0,0,10000
115,bezchmurnie,14.41,79,0,0,10000,bezchmurnie,14.23,79,0,0,10000
116,bezchmurnie,14.23,79,0,0,10000,bezchmurnie,14.41,79,0,0,10000
117,bezchmurnie,14.23,79,0,0,10000,bezchmurnie,14.41,79,0,0,10000
118,bezchmurnie,14.23,79,0,0,10000,bezchmurnie,14.41,79,0,0,10000
119,bezchmurnie,14.23,79,0,0,10000,bezchmurnie,14.41,79,0,0,10000
120,bezchmurnie,14.23,79,0,0,10000,bezchmurnie,14.41,79,0,0,10000
121,bezchmurnie,13.89,80,0,0,10000,bezchmurnie,13.93,80,0,0,10000
122,bezchmurnie,13.89,80,0,0,10000,bezchmurnie,13.93,80,0,0,10000
123,bezchmurnie,13.89,80,0,0,10000,bezchmurnie,13.93,80,0,0,10000
124,bezchmurnie,13.89,80,0,0,10000,bezchmurnie,13.93,80,0,0,10000
125,bezchmurnie,13.89,80,0,0,10000,bezchmurnie,13.93,80,0,0,10000
126,bezchmurnie,13.93,80,0,0,10000,bezchmurnie,13.89,80,0,0,10000
127,bezchmurnie,13.93,80,0,0,10000,bezchmurnie,13.89,80,0,0,10000
128,bezchmurnie,13.93,80,0,0,10000,bezchmurnie,13.89,80,0,0,10000
129,bezchmurnie,13.93,80,0,0,10000,bezchmurnie,13.89,80,0,0,10000
130,bezchmurnie,13.93,80,0,0,10000,bezchmurnie,13.89,80,0,0,10000
131,bezchmurnie,13.76,81,0,0,10000,bezchmurnie,13.81,81,0,0,10000
132,bezchmurnie,13.76,81,0,0,10000,bezchmurnie,13.81,81,0,0,10000
133,bezchmurnie,13.76,81,0,0,10000,bezchmurnie,13.81,81,0,0,10000
134,bezchmurnie,13.76,81,0,0,10000,bezchmurnie,13.81,81,0,0,10000
135,bezchmurnie,13.76,81,0,0,10000,bezchmurnie,13.81,81,0,0,10000
136,bezchmurnie,13.81,81,0,0,10000,bezchmurnie,13.76,81,0,0,10000
137,bezchmurnie,13.81,81,0,0,10000,bezchmurnie,13.76,81,0,0,10000
138,bezchmurnie,13.81,81,0,0,10000,bezchmurnie,13.76,81,0,0,10000
139,bezchmurnie,13.81,81,0,0,10000,bezchmurnie,13.76,81,0,0,10000
140,bezchmurnie,13.81,81,0,0,10000,bezchmurnie,13.76,81,0,0,10000
141,bezchmurnie,13.27,83,0,0,10000,bezchmurnie,13.36,83,0,0,10000
142,bezchmurnie,13.27,83,0,0,10000,bezchmurnie,13.36,83,0,0,10000
143,bezchmurnie,13.27,83,0,0,10000,bezchmurnie,13.36,83,0,0,10000
144,bezchmurnie,13.27,83,0,0,10000,bezchmurnie,13.36,83,0,0,10000
145,bezchmurnie,13.27,83,0,0,10000,bezchmurnie,13.36,83,0,0,10000
146,bezchmurnie,13.36,83,0,0,10000,bezchmurnie,13.27,83,0,0,10000
147,bezchmurnie,13.36,83,0,0,10000,bezchmurnie,13.27,83,0,0,10000
148,bezchmurnie,13.36,83,0,0,10000,bezchmurnie,13.27,83,0,0,10000
149,bezchmurnie,13.36,83,0,0,10000,bezchmurnie,13.27,83,0,0,10000
150,bezchmurnie,13.36,83,0,0,10000,bezchmurnie,13.27,83,0,0,10000
151,bezchmurnie,12.88,84,0,0,10000,bezchmurnie,13.08,83,0,0,10000
152,bezchmurnie,12.88,84,0,0,10000,bezchmurnie,13.08,83,0,0,10000
153,bezchmurnie,12.88,84,0,0,10000,bezchmurnie,13.08,83,0,0,10000
154,bezchmurnie,12.88,84,0,0,10000,bezchmurnie,13.08,83,0,0,10000
155,bezchmurnie,12.88,84,0,0,10000,bezchmurnie,13.08,83,0,0,10000
156,bezchmurnie,13.08,83,0,0,10000,bezchmurnie,12.88,84,0,0,10000
157,bezchmurnie,13.08,83,0,0,10000,bezchmurnie,12.88,84,0,0,10000
158,bezchmurnie,13.08,83,0,0,10000,bezchmurnie,12.88,84,0,0,10000
159,bezchmurnie,13.08,83,0,0,10000,bezchmurnie,12.88,84,0,0,10000
160,bezchmurnie,13.08,83,0,0,10000,bezchmurnie,12.88,84,0,0,10000
161,bezchmurnie,12.92,85,0,0,10000,bezchmurnie,13.19,84,0,0,10000
162,bezchmurnie,12.92,85,0,0,10000,bezchmurnie,13.19,84,0,0,10000
163,bezchmurnie,12.92,85,0,0,10000,bezchmurnie,13.19,84,0,0,10000
164,bezchmurnie,12.92,85,0,0,10000,bezchmurnie,13.19,84,0,0,10000
165,bezchmurnie,12.92,85,0,0,10000,bezchmurnie,13.19,84,0,0,10000
166,bezchmurnie,13.19,84,0,0,10000,bezchmurnie,12.92,85,0,0,10000
167,bezchmurnie,13.19,84,0,0,10000,bezchmurnie,12.92,85,0,0,10000
168,bezchmurnie,13.19,84,0,0,10000,bezchmurnie,12.92,85,0,0,10000
169,bezchmurnie,13.19,84,0,0,10000,bezchmurnie,12.92,85,0,0,10000
170,bezchmurnie,13.19,84,0,0,10000,bezchmurnie,12.92,85,0,0,10000
171,bezchmurnie,13.41,84,0,0,10000,bezchmurnie,13.48,83,0,0,10000
172,bezchmurnie,13.41,84,0,0,10000,bezchmurnie,13.48,83,0,0,10000
173,bezchmurnie,13.41,84,0,0,10000,bezchmurnie,13.48,83,0,0,10000
174,bezchmurnie,13.41,84,0,0,10000,bezchmurnie,13.48,83,0,0,10000
175,bezchmurnie,13.41,84,0,0,10000,bezchmurnie,13.48,83,0,0,10000
176,bezchmurnie,13.48,83,0,0,10000,bezchmurnie,13.41,84,0,0,10000
177,bezchmurnie,13.48,83,0,0,10000,bezchmurnie,13.41,84,0,0,10000
178,bezchmurnie,13.48,83,0,0,10000,bezchmurnie,13.41,84,0,0,10000
179,bezchmurnie,13.48,83,0,0,10000,bezchmurnie,13.41,84,0,0,10000
180,bezchmurnie,13.48,83,0,0,10000,bezchmurnie,13.41,84,0,0,10000
181,bezchmurnie,13.61,83,0,0,10000,bezchmurnie,13.67,82,0,0,10000
182,bezchmurnie,13.61,83,0,0,10000,bezchmurnie,13.67,82,0,0,10000
183,bezchmurnie,13.61,83,0,0,10000,bezchmurnie,13.67,82,0,0,10000
184,bezchmurnie,13.61,83,0,0,10000,bezchmurnie,13.67,82,0,0,10000
185,bezchmurnie,13.61,83,0,0,10000,bezchmurnie,13.67,82,0,0,10000
186,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.61,83,0,0,10000
187,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.61,83,0,0,10000
188,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.61,83,0,0,10000
189,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.61,83,0,0,10000
190,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.61,83,0,0,10000
191,bezchmurnie,13.61,82,0,0,10000,bezchmurnie,13.58,83,0,0,10000
192,bezchmurnie,13.61,82,0,0,10000,bezchmurnie,13.58,83,0,0,10000
193,bezchmurnie,13.61,82,0,0,10000,bezchmurnie,13.58,83,0,0,10000
194,bezchmurnie,13.61,82,0,0,10000,bezchmurnie,13.58,83,0,0,10000
195,bezchmurnie,13.61,82,0,0,10000,bezchmurnie,13.58,83,0,0,10000
196,bezchmurnie,13.58,83,0,0,10000,bezchmurnie,13.61,82,0,0,10000
197,bezchmurnie,13.58,83,0,0,10000,bezchmurnie,13.61,82,0,0,10000
198,bezchmurnie,13.58,83,0,0,10000,bezchmurnie,13.61,82,0,0,10000
199,bezchmurnie,13.58,83,0,0,10000,bezchmurnie,13.61,82,0,0,10000
200,bezchmurnie,13.58,83,0,0,10000,bezchmurnie,13.61,82,0,0,10000
201,bezchmurnie,13.45,82,0,0,10000,bezchmurnie,13.67,82,0,0,10000
202,bezchmurnie,13.45,82,0,0,10000,bezchmurnie,13.67,82,0,0,10000
203,bezchmurnie,13.45,82,0,0,10000,bezchmurnie,13.67,82,0,0,10000
204,bezchmurnie,13.45,82,0,0,10000,bezchmurnie,13.67,82,0,0,10000
205,bezchmurnie,13.45,82,0,0,10000,bezchmurnie,13.67,82,0,0,10000
206,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.45,82,0,0,10000
207,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.45,82,0,0,10000
208,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.45,82,0,0,10000
209,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.45,82,0,0,10000
210,bezchmurnie,13.67,82,0,0,10000,bezchmurnie,13.45,82,0,0,10000
211,bezchmurnie,13.46,81,0,0,10000,bezchmurnie,13.63,82,0,0,10000
212,bezchmurnie,13.46,81,0,0,10000,bezchmurnie,13.63,82,0,0,10000
213,bezchmurnie,13.46,81,0,0,10000,bezchmurnie,13.63,82,0,0,10000
214,bezchmurnie,13.46,81,0,0,10000,bezchmurnie,13.63,82,0,0,10000
215,bezchmurnie,13.46,81,0,0,10000,bezchmurnie,13.63,82,0,0,10000
216,bezchmurnie,13.63,82,0,0,10000,bezchmurnie,13.46,81,0,0,10000
217,bezchmurnie,13.63,82,0,0,10000,bezchmurnie,13.46,81,0,0,10000
218,bezchmurnie,13.63,82,0,0,10000,bezchmurnie,13.46,81,0,0,10000
219,bezchmurnie,13.63,82,0,0,10000,bezchmurnie,13.46,81,0,0,10000
220,bezchmurnie,13.63,82,0,0,10000,bezchmurnie,13.46,81,0,0,10000
221,bezchmurnie,13.47,82,0,0,10000,bezchmurnie,13.17,82,0,0,10000
222,bezchmurnie,13.47,82,0,0,10000,bezchmurnie,13.17,82,0,0,10000
223,bezchmurnie,13.47,82,0,0,10000,bezchmurnie,13.17,82,0,0,10000
224,bezchmurnie,13.47,82,0,0,10000,bezchmurnie,13.17,82,0,0,10000
225,bezchmurnie,13.47,82,0,0,10000,bezchmurnie,13.17,82,0,0,10000
226,bezchmurnie,13.17,82,0,0,10000,bezchmurnie,13.47,82,0,0,10000
227,bezchmurnie,13.17,82,0,0,10000,bezchmurnie,13.47,82,0,0,10000
228,bezchmurnie,13.17,82,0,0,10000,bezchmurnie,13.47,82,0,0,10000
229,bezchmurnie,13.17,82,0,0,10000,bezchmurnie,13.47,82,0,0,10000
230,bezchmurnie,13.17,82,0,0,10000,bezchmurnie,13.47,82,0,0,10000
231,bezchmurnie,12.87,83,0,0,10000,bezchmurnie,12.89,83,0,0,10000
232,bezchmurnie,12.87,83,0,0,10000,bezchmurnie,12.89,83,0,0,10000
233,bezchmurnie,12.87,83,0,0,10000,bezchmurnie,12.89,83,0,0,10000
234,bezchmurnie,12.87,83,0,0,10000,bezchmurnie,12.89,83,0,0,10000
235,bezchmurnie,12.87,83,0,0,10000,bezchmurnie,12.89,83,0,0,10000
236,bezchmurnie,12.89,83,0,0,10000,bezchmurnie,12.87,83,0,0,10000
237,bezchmurnie,12.89,83,0,0,10000,bezchmurnie,12.87,83,0,0,10000
238,bezchmurnie,12.89,83,0,0,10000,bezchmurnie,12.87,83,0,0,10000
239,bezchmurnie,12.89,83,0,0,10000,bezchmurnie,12.87,83,0,0,10000
240,bezchmurnie,12.89,83,0,0,10000,bezchmurnie,12.87,83,0,0,10000
241,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.72,83,0,0,10000
242,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.72,83,0,0,10000
243,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.72,83,0,0,10000
244,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.72,83,0,0,10000
245,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.72,83,0,0,10000
246,bezchmurnie,12.72,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
247,bezchmurnie,12.72,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
248,bezchmurnie,12.72,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
249,bezchmurnie,12.72,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
250,bezchmurnie,12.72,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
251,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.69,83,0,0,10000
252,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.69,83,0,0,10000
253,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.69,83,0,0,10000
254,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.69,83,0,0,10000
255,bezchmurnie,12.68,84,0,0,10000,bezchmurnie,12.69,83,0,0,10000
256,bezchmurnie,12.69,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
257,bezchmurnie,12.69,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
258,bezchmurnie,12.69,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
259,bezchmurnie,12.69,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
260,bezchmurnie,12.69,83,0,0,10000,bezchmurnie,12.68,84,0,0,10000
261,bezchmurnie,12.61,84,0,0,10000,bezchmurnie,12.92,82,0,0,10000
262,bezchmurnie,12.61,84,0,0,10000,bezchmurnie,12.92,82,0,0,10000
263,bezchmurnie,12.61,84,0,0,10000,bezchmurnie,12.92,82,0,0,10000
264,bezchmurnie,12.61,84,0,0,10000,bezchmurnie,12.92,82,0,0,10000
265,bezchmurnie,12.61,84,0,0,10000,bezchmurnie,12.92,82,0,0,10000
266,bezchmurnie,12.92,82,0,0,10000,bezchmurnie,12.61,84,0,0,10000
267,bezchmurnie,12.92,82,0,0,10000,bezchmurnie,12.61,84,0,0,10000
268,bezchmurnie,12.92,82,0,0,10000,bezchmurnie,12.61,84,0,0,10000
269,bezchmurnie,12.92,82,0,0,10000,bezchmurnie,12.61,84,0,0,10000
270,bezchmurnie,12.92,82,0,0,10000,bezchmurnie,12.61,84,0,0,10000
271,bezchmurnie,12.41,84,0,0,10000,bezchmurnie,12.84,81,0,0,10000
272,bezchmurnie,12.41,84,0,0,10000,bezchmurnie,12.84,81,0,0,10000
273,bezchmurnie,12.41,84,0,0,10000,bezchmurnie,12.84,81,0,0,10000
274,bezchmurnie,12.41,84,0,0,10000,bezchmurnie,12.84,81,0,0,10000
275,bezchmurnie,12.41,84,0,0,10000,bezchmurnie,12.84,81,0,0,10000
276,bezchmurnie,12.84,81,0,0,10000,bezchmurnie,12.41,84,0,0,10000
277,bezchmurnie,12.84,81,0,0,10000,bezchmurnie,12.41,84,0,0,10000
278,bezchmurnie,12.84,81,0,0,10000,bezchmurnie,12.41,84,0,0,10000
279,bezchmurnie,12.84,81,0,0,10000,bezchmurnie,12.41,84,0,0,10000
280,bezchmurnie,12.84,81,0,0,10000,bezchmurnie,12.41,84,0,0,10000
281,bezchmurnie,12.21,84,0,0,10000,bezchmurnie,12.61,81,0,0,10000
282,bezchmurnie,12.21,84,0,0,10000,bezchmurnie,12.61,81,0,0,10000
283,bezchmurnie,12.21,84,0,0,10000,bezchmurnie,12.61,81,0,0,10000
284,bezchmurnie,12.21,84,0,0,10000,bezchmurnie,12.61,81,0,0,10000
285,bezchmurnie,12.21,84,0,0,10000,bezchmurnie,12.61,81,0,0,10000
286,bezchmurnie,12.61,81,0,0,10000,bezchmurnie,12.21,84,0,0,10000
287,bezchmurnie,12.61,81,0,0,10000,bezchmurnie,12.21,84,0,0,10000
288,bezchmurnie,12.61,81,0,0,10000,bezchmurnie,12.21,84,0,0,10000
289,bezchmurnie,12.61,81,0,0,10000,bezchmurnie,12.21,84,0,0,10000
290,bezchmurnie,12.61,81,0,0,10000,bezchmurnie,12.21,84,0,0,10000
291,bezchmurnie,12.54,84,0,0,10000,bezchmurnie,12.82,81,0,0,10000
292,bezchmurnie,12.54,84,0,0,10000,bezchmurnie,12.82,81,0,0,10000
293,bezchmurnie,12.54,84,0,0,10000,bezchmurnie,12.82,81,0,0,10000
294,bezchmurnie,12.54,84,0,0,10000,bezchmurnie,12.82,81,0,0,10000
295,bezchmurnie,12.54,84,0,0,10000,bezchmurnie,12.82,81,0,0,10000
296,bezchmurnie,12.82,81,0,0,10000,bezchmurnie,12.54,84,0,0,10000
297,bezchmurnie,12.82,81,0,0,10000,bezchmurnie,12.54,84,0,0,10000
298,bezchmurnie,12.82,81,0,0,10000,bezchmurnie,12.54,84,0,0,10000
299,bezchmurnie,12.82,81,0,0,10000,bezchmurnie,12.54,84,0,0,10000
300,bezchmurnie,12.82,81,0,0,10000,bezchmurnie,12.54,84,0,0,10000
301,bezchmurnie,12.4,83,0,0,10000,bezchmurnie,12.83,81,0,0,10000
302,bezchmurnie,12.4,83,0,0,10000,bezchmurnie,12.83,81,0,0,10000
303,bezchmurnie,12.4,83,0,0,10000,bezchmurnie,12.83,81,0,0,10000
304,bezchmurnie,12.4,83,0,0,10000,bezchmurnie,12.83,81,0,0,10000
305,bezchmurnie,12.4,83,0,0,10000,bezchmurnie,12.83,81,0,0,10000
306,bezchmurnie,12.83,81,0,0,10000,bezchmurnie,12.4,83,0,0,10000
307,bezchmurnie,12.83,81,0,0,10000,bezchmurnie,12.4,83,0,0,10000
308,bezchmurnie,12.83,81,0,0,10000,bezchmurnie,12.4,83,0,0,10000
309,bezchmurnie,12.83,81,0,0,10000,bezchmurnie,12.4,83,0,0,10000
310,bezchmurnie,12.83,81,0,0,10000,bezchmurnie,12.4,83,0,0,10000
311,bezchmurnie,12.41,83,0,0,10000,bezchmurnie,12.91,79,0,0,10000
312,bezchmurnie,12.41,83,0,0,10000,bezchmurnie,12.91,79,0,0,10000
313,bezchmurnie,12.41,83,0,0,10000,bezchmurnie,12.91,79,0,0,10000
