Measurement_Id,Price_95,Price_98,Price_ON,Price_ON_Plus,Price_LPG
111,5.75,6.41,5.82,6.17,2.65
112,5.75,6.41,5.82,6.17,2.65
113,5.75,6.41,5.82,6.17,2.65
114,5.75,6.41,5.82,6.17,2.65
115,5.75,6.41,5.82,6.17,2.65
116,5.75,6.41,5.82,6.17,2.65
117,5.75,6.41,5.82,6.17,2.65
118,5.75,6.41,5.82,6.17,2.65
119,5.75,6.41,5.82,6.17,2.65
120,5.75,6.41,5.82,6.17,2.65
121,5.75,6.41,5.82,6.17,2.65
122,5.75,6.41,5.82,6.17,2.65
123,5.75,6.41,5.82,6.17,2.65
124,5.75,6.41,5.82,6.17,2.65
125,5.75,6.41,5.82,6.17,2.65
126,5.75,6.41,5.82,6.17,2.65
127,5.75,6.41,5.82,6.17,2.65
128,5.75,6.41,5.82,6.17,2.65
129,5.75,6.41,5.82,6.17,2.65
130,5.75,6.41,5.82,6.17,2.65
131,5.75,6.41,5.82,6.17,2.65
132,5.75,6.41,5.82,6.17,2.65
133,5.75,6.41,5.82,6.17,2.65
134,5.75,6.41,5.82,6.17,2.65
135,5.75,6.41,5.82,6.17,2.65
136,5.75,6.41,5.82,6.17,2.65
137,5.75,6.41,5.82,6.17,2.65
138,5.75,6.41,5.82,6.17,2.65
139,5.75,6.41,5.82,6.17,2.65
140,5.75,6.41,5.82,6.17,2.65
141,5.75,6.41,5.82,6.17,2.65
142,5.75,6.41,5.82,6.17,2.65
143,5.75,6.41,5.82,6.17,2.65
144,5.75,6.41,5.82,6.17,2.65
145,5.75,6.41,5.82,6.17,2.65
146,5.75,6.41,5.82,6.17,2.65
147,5.75,6.41,5.82,6.17,2.65
148,5.75,6.41,5.82,6.17,2.65
149,5.75,6.41,5.82,6.17,2.65
150,5.75,6.41,5.82,6.17,2.65
151,5.75,6.41,5.82,6.17,2.65
152,5.75,6.41,5.82,6.17,2.65
153,5.75,6.41,5.82,6.17,2.65
154,5.75,6.41,5.82,6.17,2.65
155,5.75,6.41,5.82,6.17,2.65
156,5.75,6.41,5.82,6.17,2.65
157,5.75,6.41,5.82,6.17,2.65
158,5.75,6.41,5.82,6.17,2.65
159,5.75,6.41,5.82,6.17,2.65
160,5.75,6.41,5.82,6.17,2.65
161,5.75,6.41,5.82,6.17,2.65
162,5.75,6.41,5.82,6.17,2.65
163,5.75,6.41,5.82,6.17,2.65
164,5.75,6.41,5.82,6.17,2.65
165,5.75,6.41,5.82,6.17,2.65
166,5.75,6.41,5.82,6.17,2.65
167,5.75,6.41,5.82,6.17,2.65
168,5.75,6.41,5.82,6.17,2.65
169,5.75,6.41,5.82,6.17,2.65
170,5.75,6.41,5.82,6.17,2.65
171,5.75,6.41,5.82,6.17,2.65
172,5.75,6.41,5.82,6.17,2.65
173,5.75,6.41,5.82,6.17,2.65
174,5.75,6.41,5.82,6.17,2.65
175,5.75,6.41,5.82,6.17,2.65
176,5.75,6.41,5.82,6.17,2.65
177,5.75,6.41,5.82,6.17,2.65
178,5.75,6.41,5.82,6.17,2.65
179,5.75,6.41,5.82,6.17,2.65
180,5.75,6.41,5.82,6.17,2.65
181,5.75,6.41,5.82,6.17,2.65
182,5.75,6.41,5.82,6.17,2.65
183,5.75,6.41,5.82,6.17,2.65
184,5.75,6.41,5.82,6.17,2.65
185,5.75,6.41,5.82,6.17,2.65
186,5.75,6.41,5.82,6.17,2.65
187,5.75,6.41,5.82,6.17,2.65
188,5.75,6.41,5.82,6.17,2.65
189,5.75,6.41,5.82,6.17,2.65
190,5.75,6.41,5.82,6.17,2.65
191,5.75,6.41,5.82,6.17,2.65
192,5.75,6.41,5.82,6.17,2.65
193,5.75,6.41,5.82,6.17,2.65
194,5.75,6.41,5.82,6.17,2.65
195,5.75,6.41,5.82,6.17,2.65
196,5.75,6.41,5.82,6.17,2.65
197,5.75,6.41,5.82,6.17,2.65
198,5.75,6.41,5.82,6.17,2.65
199,5.75,6.41,5.82,6.17,2.65
200,5.75,6.41,5.82,6.17,2.65
201,5.75,6.41,5.82,6.17,2.65
202,5.75,6.41,5.82,6.17,2.65
203,5.75,6.41,5.82,6.17,2.65
204,5.75,6.41,5.82,6.17,2.65
205,5.75,6.41,5.82,6.17,2.65
206,5.75,6.41,5.82,6.17,2.65
207,5.75,6.41,5.82,6.17,2.65
208,5.75,6.41,5.82,6.17,2.65
209,5.75,6.41,5.82,6.17,2.65
210,5.75,6.41,5.82,6.17,2.65
211,5.75,6.41,5.82,6.17,2.65
212,5.75,6.41,5.82,6.17,2.65
213,5.75,6.41,5.82,6.17,2.65
214,5.75,6.41,5.82,6.17,2.65
215,5.75,6.41,5.82,6.17,2.65
216,5.75,6.41,5.82,6.17,2.65
217,5.75,6.41,5.82,6.17,2.65
218,5.75,6.41,5.82,6.17,2.65
219,5.75,6.41,5.82,6.17,2.65
220,5.75,6.41,5.82,6.17,2.65
221,5.75,6.41,5.82,6.17,2.65
222,5.75,6.41,5.82,6.17,2.65
223,5.75,6.41,5.82,6.17,2.65
224,5.75,6.41,5.82,6.17,2.65
225,5.75,6.41,5.82,6.17,2.65
226,5.75,6.41,5.82,6.17,2.65
227,5.75,6.41,5.82,6.17,2.65
228,5.75,6.41,5.82,6.17,2.65
229,5.75,6.41,5.82,6.17,2.65
230,5.75,6.41,5.82,6.17,2.65
231,5.75,6.41,5.82,6.17,2.65
232,5.75,6.41,5.82,6.17,2.65
233,5.75,6.41,5.82,6.17,2.65
234,5.75,6.41,5.82,6.17,2.65
235,5.75,6.41,5.82,6.17,2.65
236,5.75,6.41,5.82,6.17,2.65
237,5.75,6.41,5.82,6.17,2.65
238,5.75,6.41,5.82,6.17,2.65
239,5.75,6.41,5.82,6.17,2.65
240,5.75,6.41,5.82,6.17,2.65
241,5.75,6.41,5.82,6.17,2.65
242,5.75,6.41,5.82,6.17,2.65
243,5.75,6.41,5.82,6.17,2.65
244,5.75,6.41,5.82,6.17,2.65
245,5.75,6.41,5.82,6.17,2.65
246,5.75,6.41,5.82,6.17,2.65
247,5.75,6.41,5.82,6.17,2.65
248,5.75,6.41,5.82,6.17,2.65
249,5.75,6.41,5.82,6.17,2.65
250,5.75,6.41,5.82,6.17,2.65
251,5.75,6.41,5.82,6.17,2.65
252,5.75,6.41,5.82,6.17,2.65
253,5.75,6.41,5.82,6.17,2.65
254,5.75,6.41,5.82,6.17,2.65
255,5.75,6.41,5.82,6.17,2.65
256,5.75,6.41,5.82,6.17,2.65
257,5.75,6.41,5.82,6.17,2.65
258,5.75,6.41,5.82,6.17,2.65
259,5.75,6.41,5.82,6.17,2.65
260,5.75,6.41,5.82,6.17,2.65
261,5.75,6.41,5.82,6.17,2.65
262,5.75,6.41,5.82,6.17,2.65
263,5.75,6.41,5.82,6.17,2.65
264,5.75,6.41,5.82,6.17,2.65
265,5.75,6.41,5.82,6.17,2.65
266,5.75,6.41,5.82,6.17,2.65
267,5.75,6.41,5.82,6.17,2.65
268,5.75,6.41,5.82,6.17,2.65
269,5.75,6.41,5.82,6.17,2.65
270,5.75,6.41,5.82,6.17,2.65
271,5.75,6.41,5.82,6.17,2.65
272,5.75,6.41,5.82,6.17,2.65
273,5.75,6.41,5.82,6.17,2.65
274,5.75,6.41,5.82,6.17,2.65
275,5.75,6.41,5.82,6.17,2.65
276,5.75,6.41,5.82,6.17,2.65
277,5.75,6.41,5.82,6.17,2.65
278,5.75,6.41,5.82,6.17,2.65
279,5.75,6.41,5.82,6.17,2.65
280,5.75,6.41,5.82,6.17,2.65
281,5.75,6.41,5.82,6.17,2.65
282,5.75,6.41,5.82,6.17,2.65
283,5.75,6.41,5.82,6.17,2.65
284,5.75,6.41,5.82,6.17,2.65
285,5.75,6.41,5.82,6.17,2.65
286,5.75,6.41,5.82,6.17,2.65
287,5.75,6.41,5.82,6.17,2.65
288,5.75,6.41,5.82,6.17,2.65
289,5.75,6.41,5.82,6.17,2.65
290,5.75,6.41,5.82,6.17,2.65
291,5.75,6.41,5.82,6.17,2.65
292,5.75,6.41,5.82,6.17,2.65
293,5.75,6.41,5.82,6.17,2.65
294,5.75,6.41,5.82,6.17,2.65
295,5.75,6.41,5.82,6.17,2.65
296,5.75,6.41,5.82,6.17,2.65
297,5.75,6.41,5.82,6.17,2.65
298,5.75,6.41,5.82,6.17,2.65
299,5.75,6.41,5.82,6.17,2.65
300,5.75,6.41,5.82,6.17,2.65
301,5.75,6.41,5.82,6.17,2.65
302,5.75,6.41,5.82,6.17,2.65
303,5.75,6.41,5.82,6.17,2.65
304,5.75,6.41,5.82,6.17,2.65
305,5.75,6.41,5.82,6.17,2.65
306,5.75,6.41,5.82,6.17,2.65
307,5.75,6.41,5.82,6.17,2.65
308,5.75,6.41,5.82,6.17,2.65
309,5.75,6.41,5.82,6.17,2.65
310,5.75,6.41,5.82,6.17,2.65
311,5.75,6.41,5.82,6.17,2.65
312,5.75,6.41,5.82,6.17,2.65
313,5.75,6.41,5.82,6.17,2.65
314,5.75,6.41,5.82,6.17,2.65
315,5.75,6.41,5.82,6.17,2.65
316,5.75,6.41,5.82,6.17,2.65
317,5.75,6.41,5.82,6.17,2.65
318,5.75,6.41,5.82,6.17,2.65
319,5.75,6.41,5.82,6.17,2.65
320,5.75,6.41,5.82,6.17,2.65
321,5.75,6.41,5.82,6.17,2.65
322,5.75,6.41,5.82,6.17,2.65
323,5.75,6.41,5.82,6.17,2.65
324,5.75,6.41,5.82,6.17,2.65
325,5.75,6.41,5.82,6.17,2.65
326,5.75,6.41,5.82,6.17,2.65
327,5.75,6.41,5.82,6.17,2.65
328,5.75,6.41,5.82,6.17,2.65
329,5.75,6.41,5.82,6.17,2.65
330,5.75,6.41,5.82,6.17,2.65
331,5.75,6.41,5.82,6.17,2.65
332,5.75,6.41,5.82,6.17,2.65
333,5.75,6.41,5.82,6.17,2.65
334,5.75,6.41,5.82,6.17,2.65
335,5.75,6.41,5.82,6.17,2.65
336,5.75,6.41,5.82,6.17,2.65
337,5.75,6.41,5.82,6.17,2.65
338,5.75,6.41,5.82,6.17,2.65
339,5.75,6.41,5.82,6.17,2.65
340,5.75,6.41,5.82,6.17,2.65
341,5.75,6.41,5.82,6.17,2.65
342,5.75,6.41,5.82,6.17,2.65
343,5.75,6.41,5.82,6.17,2.65
344,5.75,6.41,5.82,6.17,2.65
345,5.75,6.41,5.82,6.17,2.65
346,5.75,6.41,5.82,6.17,2.65
347,5.75,6.41,5.82,6.17,2.65
348,5.75,6.41,5.82,6.17,2.65
349,5.75,6.41,5.82,6.17,2.65
350,5.75,6.41,5.82,6.17,2.65
351,5.75,6.41,5.82,6.17,2.65
352,5.75,6.41,5.82,6.17,2.65
353,5.75,6.41,5.82,6.17,2.65
354,5.75,6.41,5.82,6.17,2.65
355,5.75,6.41,5.82,6.17,2.65
356,5.75,6.41,5.82,6.17,2.65
357,5.75,6.41,5.82,6.17,2.65
358,5.75,6.41,5.82,6.17,2.65
359,5.75,6.41,5.82,6.17,2.65
360,5.75,6.41,5.82,6.17,2.65
361,5.75,6.41,5.82,6.17,2.65
362,5.75,6.41,5.82,6.17,2.65
363,5.75,6.41,5.82,6.17,2.65
364,5.75,6.41,5.82,6.17,2.65
365,5.75,6.41,5.82,6.17,2.65
366,5.75,6.41,5.82,6.17,2.65
367,5.75,6.41,5.82,6.17,2.65
368,5.75,6.41,5.82,6.17,2.65
369,5.75,6.41,5.82,6.17,2.65
370,5.75,6.41,5.82,6.17,2.65
371,5.75,6.41,5.82,6.17,2.65
372,5.75,6.41,5.82,6.17,2.65
373,5.75,6.41,5.82,6.17,2.65
374,5.75,6.41,5.82,6.17,2.65
375,5.75,6.41,5.82,6.17,2.65
376,5.75,6.41,5.82,6.17,2.65
377,5.75,6.41,5.82,6.17,2.65
378,5.75,6.41,5.82,6.17,2.65
379,5.75,6.41,5.82,6.17,2.65
380,5.75,6.41,5.82,6.17,2.65
381,5.75,6.41,5.82,6.17,2.65
382,5.75,6.41,5.82,6.17,2.65
383,5.75,6.41,5.82,6.17,2.65
384,5.75,6.41,5.82,6.17,2.65
385,5.75,6.41,5.82,6.17,2.65
386,5.75,6.41,5.82,6.17,2.65
387,5.75,6.41,5.82,6.17,2.65
388,5.75,6.41,5.82,6.17,2.65
389,5.75,6.41,5.82,6.17,2.65
390,5.75,6.41,5.82,6.17,2.65
391,5.75,6.41,5.82,6.17,2.65
392,5.75,6.41,5.82,6.17,2.65
393,5.75,6.41,5.82,6.17,2.65
394,5.75,6.41,5.82,6.17,2.65
395,5.75,6.41,5.82,6.17,2.65
396,5.75,6.41,5.82,6.17,2.65
397,5.75,6.41,5.82,6.17,2.65
398,5.75,6.41,5.82,6.17,2.65
399,5.75,6.41,5.82,6.17,2.65
400,5.75,6.41,5.82,6.17,2.65
401,5.75,6.41,5.82,6.17,2.65
402,5.75,6.41,5.82,6.17,2.65
403,5.75,6.41,5.82,6.17,2.65
404,5.75,6.41,5.82,6.17,2.65
405,5.75,6.41,5.82,6.17,2.65
406,5.75,6.41,5.82,6.17,2.65
407,5.75,6.41,5.82,6.17,2.65
408,5.75,6.41,5.82,6.17,2.65
409,5.75,6.41,5.82,6.17,2.65
410,5.75,6.41,5.82,6.17,2.65
411,5.75,6.41,5.82,6.17,2.65
412,5.75,6.41,5.82,6.17,2.65
413,5.75,6.41,5.82,6.17,2.65
414,5.75,6.41,5.82,6.17,2.65
415,5.75,6.41,5.82,6.17,2.65
416,5.75,6.41,5.82,6.17,2.65
417,5.75,6.41,5.82,6.17,2.65
418,5.75,6.41,5.82,6.17,2.65
419,5.75,6.41,5.82,6.17,2.65
420,5.75,6.41,5.82,6.17,2.65
421,5.75,6.41,5.82,6.17,2.65
422,5.75,6.41,5.82,6.17,2.65
423,5.75,6.41,5.82,6.17,2.65
424,5.75,6.41,5.82,6.17,2.65
425,5.75,6.41,5.82,6.17,2.65
426,5.75,6.41,5.82,6.17,2.65
427,5.75,6.41,5.82,6.17,2.65
428,5.75,6.41,5.82,6.17,2.65
429,5.75,6.41,5.82,6.17,2.65
430,5.75,6.41,5.82,6.17,2.65
431,5.75,6.41,5.82,6.17,2.65
432,5.75,6.41,5.82,6.17,2.65
433,5.75,6.41,5.82,6.17,2.65
434,5.75,6.41,5.82,6.17,2.65
435,5.75,6.41,5.82,6.17,2.65
436,5.75,6.41,5.82,6.17,2.65
437,5.75,6.41,5.82,6.17,2.65
438,5.75,6.41,5.82,6.17,2.65
439,5.75,6.41,5.82,6.17,2.65
440,5.75,6.41,5.82,6.17,2.65
441,5.75,6.41,5.82,6.17,2.65
442,5.75,6.41,5.82,6.17,2.65
443,5.75,6.41,5.82,6.17,2.65
444,5.75,6.41,5.82,6.17,2.65
445,5.75,6.41,5.82,6.17,2.65
446,5.75,6.41,5.82,6.17,2.65
447,5.75,6.41,5.82,6.17,2.65
448,5.75,6.41,5.82,6.17,2.65
449,5.75,6.41,5.82,6.17,2.65
450,5.75,6.41,5.82,6.17,2.65
451,5.75,6.41,5.82,6.17,2.65
452,5.75,6.41,5.82,6.17,2.65
453,5.75,6.41,5.82,6.17,2.65
454,5.75,6.41,5.82,6.17,2.65
455,5.75,6.41,5.82,6.17,2.65
456,5.75,6.41,5.82,6.17,2.65
457,5.75,6.41,5.82,6.17,2.65
458,5.75,6.41,5.82,6.17,2.65
459,5.75,6.41,5.82,6.17,2.65
460,5.75,6.41,5.82,6.17,2.65
461,5.75,6.41,5.82,6.17,2.65
462,5.75,6.41,5.82,6.17,2.65
463,5.75,6.41,5.82,6.17,2.65
464,5.75,6.41,5.82,6.17,2.65
465,5.75,6.41,5.82,6.17,2.65
466,5.75,6.41,5.82,6.17,2.65
467,5.75,6.41,5.82,6.17,2.65
468,5.75,6.41,5.82,6.17,2.65
469,5.75,6.41,5.82,6.17,2.65
470,5.75,6.41,5.82,6.17,2.65
471,5.75,6.41,5.82,6.17,2.65
472,5.75,6.41,5.82,6.17,2.65
473,5.75,6.41,5.82,6.17,2.65
474,5.75,6.41,5.82,6.17,2.65
475,5.75,6.41,5.82,6.17,2.65
476,5.75,6.41,5.82,6.17,2.65
477,5.75,6.41,5.82,6.17,2.65
478,5.75,6.41,5.82,6.17,2.65
479,5.75,6.41,5.82,6.17,2.65
480,5.75,6.41,5.82,6.17,2.65
481,5.75,6.41,5.82,6.17,2.65
482,5.75,6.41,5.82,6.17,2.65
483,5.75,6.41,5.82,6.17,2.65
484,5.75,6.41,5.82,6.17,2.65
485,5.75,6.41,5.82,6.17,2.65
486,5.75,6.41,5.82,6.17,2.65
487,5.75,6.41,5.82,6.17,2.65
488,5.75,6.41,5.82,6.17,2.65
489,5.75,6.41,5.82,6.17,2.65
490,5.75,6.41,5.82,6.17,2.65
491,5.75,6.41,5.82,6.17,2.65
492,5.75,6.41,5.82,6.17,2.65
493,5.75,6.41,5.82,6.17,2.65
494,5.75,6.41,5.82,6.17,2.65
495,5.75,6.41,5.82,6.17,2.65
496,5.75,6.41,5.82,6.17,2.65
497,5.75,6.41,5.82,6.17,2.65
498,5.75,6.41,5.82,6.17,2.65
499,5.75,6.41,5.82,6.17,2.65
500,5.75,6.41,5.82,6.17,2.65
501,5.75,6.41,5.82,6.17,2.65
502,5.75,6.41,5.82,6.17,2.65
503,5.75,6.41,5.82,6.17,2.65
504,5.75,6.41,5.82,6.17,2.65
505,5.75,6.41,5.82,6.17,2.65
506,5.75,6.41,5.82,6.17,2.65
507,5.75,6.41,5.82,6.17,2.65
508,5.75,6.41,5.82,6.17,2.65
509,5.75,6.41,5.82,6.17,2.65
510,5.75,6.41,5.82,6.17,2.65
511,5.75,6.41,5.82,6.17,2.65
512,5.75,6.41,5.82,6.17,2.65
513,5.75,6.41,5.82,6.17,2.65
514,5.75,6.41,5.82,6.17,2.65
515,5.75,6.41,5.82,6.17,2.65
516,5.75,6.41,5.82,6.17,2.65
517,5.75,6.41,5.82,6.17,2.65
518,5.75,6.41,5.82,6.17,2.65
519,5.75,6.41,5.82,6.17,2.65
520,5.75,6.41,5.82,6.17,2.65
521,5.75,6.41,5.82,6.17,2.65
522,5.75,6.41,5.82,6.17,2.65
523,5.75,6.41,5.82,6.17,2.65
524,5.75,6.41,5.82,6.17,2.65
525,5.75,6.41,5.82,6.17,2.65
526,5.75,6.41,5.82,6.17,2.65
527,5.75,6.41,5.82,6.17,2.65
528,5.75,6.41,5.82,6.17,2.65
529,5.75,6.41,5.82,6.17,2.65
530,5.75,6.41,5.82,6.17,2.65
531,5.75,6.41,5.82,6.17,2.65
532,5.75,6.41,5.82,6.17,2.65
533,5.75,6.41,5.82,6.17,2.65
534,5.75,6.41,5.82,6.17,2.65
535,5.75,6.41,5.82,6.17,2.65
536,5.75,6.41,5.82,6.17,2.65
537,5.75,6.41,5.82,6.17,2.65
538,5.75,6.41,5.82,6.17,2.65
539,5.75,6.41,5.82,6.17,2.65
540,5.75,6.41,5.82,6.17,2.65
541,5.75,6.41,5.82,6.17,2.65
542,5.75,6.41,5.82,6.17,2.65
543,5.75,6.41,5.82,6.17,2.65
544,5.75,6.41,5.82,6.17,2.65
545,5.75,6.41,5.82,6.17,2.65
546,5.75,6.41,5.82,6.17,2.65
547,5.75,6.41,5.82,6.17,2.65
548,5.75,6.41,5.82,6.17,2.65
549,5.75,6.41,5.82,6.17,2.65
550,5.75,6.41,5.82,6.17,2.65
551,5.75,6.41,5.82,6.17,2.65
552,5.75,6.41,5.82,6.17,2.65
553,5.75,6.41,5.82,6.17,2.65
554,5.75,6.41,5.82,6.17,2.65
555,5.75,6.41,5.82,6.17,2.65
556,5.75,6.41,5.82,6.17,2.65
557,5.75,6.41,5.82,6.17,2.65
558,5.75,6.41,5.82,6.17,2.65
559,5.75,6.41,5.82,6.17,2.65
560,5.75,6.41,5.82,6.17,2.65
561,5.75,6.41,5.82,6.17,2.65
562,5.75,6.41,5.82,6.17,2.65
563,5.75,6.41,5.82,6.17,2.65
564,5.75,6.41,5.82,6.17,2.65
565,5.75,6.41,5.82,6.17,2.65
566,5.75,6.41,5.82,6.17,2.65
567,5.75,6.41,5.82,6.17,2.65
568,5.75,6.41,5.82,6.17,2.65
569,5.75,6.41,5.82,6.17,2.65
570,5.75,6.41,5.82,6.17,2.65
571,5.75,6.41,5.82,6.17,2.65
572,5.75,6.41,5.82,6.17,2.65
573,5.75,6.41,5.82,6.17,2.65
574,5.75,6.41,5.82,6.17,2.65
575,5.75,6.41,5.82,6.17,2.65
576,5.75,6.41,5.82,6.17,2.65
577,5.75,6.41,5.82,6.17,2.65
578,5.75,6.41,5.82,6.17,2.65
579,5.75,6.41,5.82,6.17,2.65
580,5.75,6.41,5.82,6.17,2.65
581,5.75,6.41,5.82,6.17,2.65
582,5.75,6.41,5.82,6.17,2.65
583,5.75,6.41,5.82,6.17,2.65
584,5.75,6.41,5.82,6.17,2.65
585,5.75,6.41,5.82,6.17,2.65
586,5.75,6.41,5.82,6.17,2.65
587,5.75,6.41,5.82,6.17,2.65
588,5.75,6.41,5.82,6.17,2.65
589,5.75,6.41,5.82,6.17,2.65
590,5.75,6.41,5.82,6.17,2.65
591,5.75,6.41,5.82,6.17,2.65
592,5.75,6.41,5.82,6.17,2.65
593,5.75,6.41,5.82,6.17,2.65
594,5.75,6.41,5.82,6.17,2.65
595,5.75,6.41,5.82,6.17,2.65
596,5.75,6.41,5.82,6.17,2.65
597,5.75,6.41,5.82,6.17,2.65
598,5.75,6.41,5.82,6.17,2.65
599,5.75,6.41,5.82,6.17,2.65
600,5.75,6.41,5.82,6.17,2.65
601,5.75,6.41,5.82,6.17,2.65
602,5.75,6.41,5.82,6.17,2.65
603,5.75,6.41,5.82,6.17,2.65
604,5.75,6.41,5.82,6.17,2.65
605,5.75,6.41,5.82,6.17,2.65
606,5.75,6.41,5.82,6.17,2.65
607,5.75,6.41,5.82,6.17,2.65
608,5.75,6.41,5.82,6.17,2.65
609,5.75,6.41,5.82,6.17,2.65
610,5.75,6.41,5.82,6.17,2.65
611,5.75,6.41,5.82,6.17,2.65
612,5.75,6.41,5.82,6.17,2.65
613,5.75,6.41,5.82,6.17,2.65
614,5.75,6.41,5.82,6.17,2.65
615,5.75,6.41,5.82,6.17,2.65
616,5.75,6.41,5.82,6.17,2.65
617,5.75,6.41,5.82,6.17,2.65
618,5.75,6.41,5.82,6.17,2.65
619,5.75,6.41,5.82,6.17,2.65
620,5.75,6.41,5.82,6.17,2.65
621,5.75,6.41,5.82,6.17,2.65
622,5.75,6.41,5.82,6.17,2.65
623,5.75,6.41,5.82,6.17,2.65
624,5.75,6.41,5.82,6.17,2.65
625,5.75,6.41,5.82,6.17,2.65
626,5.75,6.41,5.82,6.17,2.65
627,5.75,6.41,5.82,6.17,2.65
628,5.75,6.41,5.82,6.17,2.65
629,5.75,6.41,5.82,6.17,2.65
630,5.75,6.41,5.82,6.17,2.65
631,5.75,6.41,5.82,6.17,2.65
632,5.75,6.41,5.82,6.17,2.65
